Insurance_plan;CPM;P_term;Healthcare_cover;NC_reimbursement;Bundle_options;Dental_options;Physio_term;Mental_health_options;International_cover
VGZ Own Choice;157;Monthly;Wide;99;Limited;Yes;No;Yes;Yes
VGZ Own Choice;156;Yearly;Wide;97;Wide;No;No;Yes;Yes
VGZ Own Choice;156;Monthly;Unlimited;97;Unlimited;No;No;Yes;Yes
VGZ Own Choice;157;Monthly;Wide;101;Wide;Yes;Yes;Yes;Yes
VGZ Own Choice;154;Monthly;Wide;99;Limited;No;No;Yes;Limited
VGZ Own Choice;157;Yearly;Wide;101;Wide;No;No;Yes;Yes
VGZ Own Choice;150;Yearly;Wide;101;Wide;Yes;No;Yes;Yes
VGZ Own Choice;153;Yearly;Wide;99;Wide;Yes;No;Yes;Yes
VGZ Own Choice;156;Yearly;Unlimited;101;Unlimited;Yes;No;Yes;Yes
VGZ Own Choice;159;Yearly;Wide;101;Wide;Yes;No;Yes;Yes
VGZ Own Choice;158;Yearly;Wide;101;Wide;Yes;Yes;Yes;Yes
Unive Select Care;127.45;Monthly;Limited;60;Limited;No;No;No;Yes
Unive Select Care;126;Monthly;Limited;60;Limited;No;No;No;Yes
Unive Select Care;129;Monthly;Limited;63;Limited;No;Yes;No;Yes
Unive Select Care;127;Monthly;Limited;61;Limited;No;No;No;Yes
Unive Select Care;129;Monthly;Wide;61;Limited;Yes;Yes;No;Yes
Unive Select Care;130;Monthly;Limited;62;Limited;No;Yes;No;Yes
Unive Select Care;130;Monthly;Limited;58;Limited;No;Yes;No;Yes
Unive Select Care;131;Monthly;Limited;58;Limited;No;Yes;No;Yes
Unive Select Care;127;Monthly;Unlimited;65;Wide;Yes;Yes;No;Yes
Unive Select Care;128;Quarterly;Unlimited;59;Unlimited;Yes;Yes;Yes;Yes
Unive Select Care;129;Monthly;Limited;60;Limited;No;No;No;Yes
Unive Select Care;128;Monthly;Wide;63;Limited;Yes;Yes;No;Yes
Unive Select Care;126;Monthly;Limited;60;Limited;No;No;No;Yes
Unive Select Care;126;Monthly;Limited;62;Limited;No;Yes;No;Yes
Unive Select Care;127;Monthly;Limited;61;Limited;No;Yes;No;Yes
Unive Select Care;129;Monthly;Limited;62;Limited;No;No;No;Yes
Unive Select Care;131;Monthly;Limited;61;Limited;No;No;No;Yes
Unive Select Care;131;Monthly;Limited;58;Limited;No;Yes;No;Limited
Unive Select Care;125;Monthly;Limited;60;Limited;No;No;No;Yes
Unive Select Care;128;Monthly;Limited;60;Limited;No;No;No;Limited
Unive Select Care;129;Monthly;Limited;61;Limited;No;No;No;Yes
Unive Select Care;127;Monthly;Limited;61;Limited;No;No;No;Limited
Unive Select Care;129;Monthly;Limited;59;Limited;No;Yes;No;Yes
Unive Select Care;132;Monthly;Limited;64;Limited;No;Yes;No;Yes
Unive Select Care;128;Monthly;Limited;60;Limited;No;No;No;Yes
Unive Select Care;126;Monthly;Limited;62;Limited;No;No;No;Yes
Unive Select Care;124;Monthly;Wide;58;Wide;Yes;Yes;No;Yes
Unive Select Care;126;Monthly;Limited;60;Limited;No;Yes;No;Yes
Unive Select Care;122;Monthly;Limited;58;Limited;No;No;No;Yes
Unive Select Care;133;Monthly;Limited;62;Limited;No;No;No;Yes
Unive Select Care;129;Monthly;Limited;58;Limited;No;No;No;Limited
Unive Select Care;126;Monthly;Limited;58;Limited;Yes;Yes;No;Yes
Unive Select Care;125;Monthly;Limited;62;Limited;No;Yes;No;Yes
Unive Select Care;128;Monthly;Limited;58;Limited;No;Yes;No;Yes
Unive Select Care;130;Monthly;Limited;59;Limited;No;No;No;Yes
Unive Select Care;129;Monthly;Limited;59;Limited;No;No;No;Yes
Unive Select Care;124;Monthly;Limited;61;Limited;No;No;No;Yes
Unive Select Care;126;Monthly;Limited;63;Limited;No;Yes;No;Yes
Unive Select Care;129;Monthly;Limited;59;Limited;No;No;No;Yes
Unive Select Care;128;Monthly;Limited;56;Limited;No;No;No;Yes
Unive Select Care;129;Monthly;Unlimited;61;Wide;Yes;Yes;No;Yes
Unive Select Care;125;Monthly;Limited;61;Limited;No;No;No;Yes
Unive Select Care;130;Monthly;Limited;60;Limited;No;No;No;Yes
Unive Select Care;128;Monthly;Limited;57;Limited;No;Yes;No;Yes
Unive Select Care;127;Monthly;Limited;57;Limited;No;No;No;Yes
Unive Select Care;126;Monthly;Limited;62;Limited;No;Yes;No;Yes
Unive Select Care;130;Monthly;Limited;59;Limited;No;Yes;No;Yes
Unive Select Care;128;Monthly;Limited;60;Limited;No;No;No;Yes
Unive Select Care;127;Monthly;Limited;58;Limited;No;No;No;Yes
Unive Select Care;128;Monthly;Limited;54;Limited;No;No;No;Yes
Unive Select Care;128;Monthly;Limited;59;Limited;No;No;No;Yes
Unive Select Care;126;Monthly;Wide;60;Limited;Yes;Yes;No;Yes
Unive Select Care;128;Monthly;Limited;60;Limited;No;No;No;Yes
Unive Select Care;128;Monthly;Limited;59;Limited;No;No;No;Yes
Unive Select Care;128;Monthly;Limited;60;Limited;No;Yes;No;Yes
Unive Select Care;124;Monthly;Limited;61;Limited;No;Yes;No;Yes
Unive Select Care;129;Monthly;Limited;62;Limited;No;No;No;Yes
Unive Select Care;125;Monthly;Limited;60;Limited;No;No;No;Yes
Unive Select Care;128;Monthly;Limited;60;Limited;No;No;No;Limited
Unive Select Care;127;Monthly;Limited;60;Limited;No;Yes;No;Yes
Unive Select Care;128;Monthly;Limited;64;Limited;No;Yes;No;Yes
Unive Select Care;127;Monthly;Limited;57;Limited;Yes;Yes;No;Yes
Unive Select Care;129;Monthly;Limited;62;Limited;No;No;No;Yes
Unive Select Care;129;Monthly;Limited;58;Limited;Yes;Yes;No;Yes
Unive Select Care;127;Monthly;Limited;62;Limited;No;No;No;Limited
Unive Select Care;131;Monthly;Limited;56;Limited;No;Yes;No;Yes
Unive Select Care;132;Monthly;Limited;56;Limited;No;No;No;Yes
Unive Select Care;126;Monthly;Limited;54;Limited;No;No;No;Yes
Unive Select Care;126;Monthly;Limited;61;Limited;No;Yes;No;Yes
Unive Select Care;129;Monthly;Limited;60;Limited;No;No;No;Yes
Unive Select Care;132;Monthly;Limited;58;Limited;No;No;No;Yes
Unive Select Care;131;Monthly;Limited;65;Limited;No;No;No;Yes
Unive Select Care;129;Monthly;Limited;60;Limited;No;Yes;No;Yes
Unive Select Care;127;Monthly;Limited;59;Limited;No;No;No;Yes
Unive Select Care;127;Monthly;Limited;59;Limited;No;Yes;No;Yes
Unive Select Care;125;Monthly;Limited;60;Limited;No;Yes;No;Yes
Unive Select Care;128;Monthly;Wide;56;Limited;Yes;Yes;No;Yes
Unive Select Care;130;Monthly;Limited;59;Limited;No;No;No;Yes
Unive Select Care;127;Monthly;Limited;59;Limited;No;Yes;No;Yes
Unive Select Care;128;Monthly;Limited;57;Limited;No;No;No;Yes
Unive Select Care;130;Monthly;Limited;59;Limited;No;Yes;No;Yes
Unive Select Care;127;Monthly;Limited;60;Limited;No;Yes;No;Yes
Unive Select Care;130;Monthly;Limited;62;Limited;No;No;No;Yes
Unive Select Care;128;Monthly;Limited;61;Limited;No;Yes;No;Yes
Unive Select Care;127;Monthly;Wide;62;Limited;Yes;Yes;No;Limited
Unive Select Care;123;Monthly;Limited;61;Limited;No;Yes;No;Yes
Unive Select Care;124;Monthly;Limited;62;Limited;No;No;No;Yes
Unive Select Care;132;Monthly;Limited;57;Limited;No;No;No;Yes
Unive Select Care;125;Monthly;Limited;57;Limited;No;No;No;Yes
Unive Select Care;131;Monthly;Limited;57;Limited;No;No;No;Limited
Unive Select Care;130;Monthly;Limited;63;Limited;No;No;No;Limited
Unive Select Care;129;Monthly;Limited;58;Limited;No;No;No;Yes
Unive Select Care;130;Monthly;Limited;58;Limited;No;No;No;Yes
Unive Select Care;129;Monthly;Limited;61;Limited;No;No;No;Yes
Unive Select Care;128;Monthly;Limited;62;Limited;No;Yes;No;Yes
Unive Select Care;127;Yearly;Unlimited;62;Wide;Yes;Yes;No;Yes
Unive Select Care;124;Monthly;Limited;61;Limited;No;No;No;Yes
Unive Select Care;127;Monthly;Limited;61;Limited;No;No;No;Yes
Unive Select Care;129;Monthly;Limited;64;Limited;No;Yes;No;Yes
Unive Select Care;125;Monthly;Limited;60;Limited;No;No;No;Yes
Unive Basic Care;132.95;Monthly;Limited;70;Limited;No;Yes;No;Yes
Unive Basic Care;133;Monthly;Wide;69;Wide;Yes;Yes;No;Yes
Unive Basic Care;131;Monthly;Wide;69;Wide;Yes;Yes;No;Yes
Unive Basic Care;130;Monthly;Wide;70;Wide;Yes;No;No;Yes
Unive Basic Care;130;Monthly;Wide;67;Wide;Yes;No;No;Yes
Unive Basic Care;132;Monthly;Wide;69;Wide;Yes;Yes;No;Yes
Unive Basic Care;131;Monthly;Wide;69;Wide;Yes;Yes;No;Yes
Unive Basic Care;133;Monthly;Wide;71;Wide;Yes;Yes;No;Yes
Unive Basic Care;131;Monthly;Unlimited;71;Unlimited;Yes;No;No;Yes
Unive Basic Care;132;Monthly;Unlimited;72;Unlimited;Yes;No;No;Yes
Unive Basic Care;136;Monthly;Limited;66;Limited;No;No;No;Limited
Unive Basic Care;133;Monthly;Wide;73;Wide;Yes;No;No;Yes
Unive Basic Care;133;Monthly;Limited;70;Limited;No;No;No;Yes
Unive Basic Care;132;Monthly;Wide;71;Wide;Yes;Yes;No;Yes
Unive Basic Care;132;Monthly;Wide;69;Wide;Yes;Yes;No;Yes
Unive Basic Care;133;Yearly;Wide;74;Limited;No;Yes;No;Yes
Unive Basic Care;129;Monthly;Wide;67;Wide;Yes;Yes;No;Yes
Unive Basic Care;134;Monthly;Wide;70;Wide;Yes;No;No;Yes
Unive Basic Care;128;Monthly;Wide;70;Limited;No;Yes;No;Yes
Unive Basic Care;131;Monthly;Limited;73;Limited;No;No;No;Yes
Unive Basic Care;137;Monthly;Wide;74;Wide;Yes;Yes;No;Yes
Unive Basic Care;133;Monthly;Wide;70;Wide;Yes;No;No;Yes
Unive Basic Care;137;Monthly;Wide;69;Wide;Yes;Yes;No;Yes
Unive Basic Care;134;Quarterly;Wide;73;Wide;Yes;Yes;Yes;Yes
Unive Basic Care;133;Monthly;Wide;71;Limited;No;No;No;Yes
Unive Basic Care;131;Monthly;Wide;73;Wide;Yes;Yes;No;Yes
Unive Basic Care;135;Monthly;Wide;68;Wide;Yes;No;No;Yes
Unive Basic Care;132;Monthly;Wide;74;Wide;Yes;No;No;Yes
Unive Basic Care;134;Monthly;Wide;67;Wide;Yes;Yes;No;Yes
Unive Basic Care;136;Monthly;Limited;67;Limited;No;No;No;Yes
Unive Basic Care;134;Monthly;Wide;72;Wide;Yes;No;No;Yes
Unive Basic Care;129;Monthly;Wide;68;Wide;Yes;No;No;Yes
Unive Basic Care;134;Monthly;Wide;69;Wide;Yes;Yes;No;Yes
Unive Basic Care;135;Monthly;Wide;70;Wide;Yes;Yes;No;Yes
Unive Basic Care;137;Monthly;Wide;71;Wide;Yes;Yes;No;Yes
Unive Basic Care;132;Monthly;Wide;68;Limited;No;No;No;Yes
Unive Basic Care;129;Monthly;Limited;70;Limited;No;Yes;No;Yes
Unive Basic Care;136;Monthly;Wide;72;Wide;Yes;Yes;No;Yes
Unive Basic Care;131;Monthly;Wide;70;Wide;Yes;No;No;Yes
Unive Basic Care;135;Monthly;Wide;69;Wide;Yes;Yes;No;Yes
Unive Basic Care;134;Monthly;Unlimited;67;Unlimited;Yes;No;No;Yes
Unive Basic Care;131;Monthly;Wide;72;Wide;Yes;No;No;Yes
Unive Basic Care;131;Monthly;Wide;74;Wide;Yes;No;No;Yes
Unive Basic Care;136;Monthly;Wide;69;Wide;Yes;No;No;Limited
Unive Basic Care;133;Monthly;Wide;72;Wide;Yes;No;No;Yes
Unive Basic Care;131;Monthly;Wide;71;Wide;Yes;No;No;Limited
Unive Basic Care;131;Monthly;Wide;73;Wide;Yes;No;No;Yes
Unive Basic Care;131;Monthly;Wide;64;Wide;Yes;Yes;No;Yes
Unive Basic Care;133;Monthly;Wide;67;Wide;Yes;No;No;Yes
Unive Basic Care;134;Monthly;Limited;67;Limited;No;No;No;Yes
Unive Basic Care;131;Monthly;Wide;71;Wide;Yes;No;No;Yes
Unive Basic Care;133;Monthly;Wide;67;Wide;Yes;No;No;Yes
Unive Basic Care;132;Monthly;Wide;72;Wide;Yes;Yes;No;Yes
Unive Basic Care;133;Monthly;Wide;71;Limited;No;No;No;Yes
Unive Basic Care;133;Monthly;Wide;69;Wide;Yes;No;No;Yes
Unive Basic Care;134;Monthly;Wide;70;Wide;Yes;Yes;No;Yes
Unive Basic Care;138;Monthly;Wide;69;Wide;Yes;No;No;Yes
Unive Basic Care;132;Monthly;Wide;70;Limited;No;No;No;Limited
Unive Basic Care;135;Monthly;Wide;71;Wide;Yes;No;No;Yes
Unive Basic Care;134;Monthly;Wide;71;Wide;Yes;Yes;No;Yes
Unive Basic Care;132;Monthly;Wide;71;Wide;Yes;No;No;Yes
Unive Basic Care;133;Monthly;Wide;67;Wide;Yes;Yes;No;Yes
Unive Basic Care;133;Monthly;Wide;67;Wide;Yes;No;No;Yes
Unive Basic Care;132;Monthly;Wide;69;Wide;Yes;Yes;No;Yes
Unive Basic Care;131;Monthly;Wide;70;Wide;Yes;No;No;Yes
Unive Basic Care;133;Yearly;Wide;68;Wide;Yes;Yes;No;Yes
Unive Basic Care;130;Monthly;Wide;73;Wide;Yes;No;No;Yes
Unive Basic Care;132;Monthly;Wide;66;Wide;Yes;Yes;No;Yes
Unive Basic Care;132;Monthly;Wide;65;Wide;Yes;Yes;No;Yes
Unive Basic Care;135;Monthly;Wide;72;Wide;Yes;Yes;No;Yes
Unive Basic Care;133;Monthly;Wide;72;Wide;Yes;No;No;Yes
Unive Basic Care;134;Monthly;Wide;70;Wide;Yes;No;No;Limited
Unive Basic Care;133;Monthly;Wide;67;Wide;Yes;Yes;No;Yes
Unive Basic Care;133;Monthly;Wide;71;Wide;Yes;Yes;No;Yes
Unive Basic Care;131;Monthly;Wide;72;Wide;Yes;No;No;Yes
Unive Basic Care;132;Monthly;Wide;70;Wide;Yes;No;No;Limited
Unive Basic Care;132;Monthly;Wide;70;Wide;Yes;Yes;No;Yes
Unive Basic Care;135;Monthly;Limited;69;Limited;No;Yes;No;Yes
Unive Basic Care;132;Monthly;Wide;71;Wide;Yes;No;No;Yes
Unive Basic Care;135;Monthly;Wide;72;Wide;Yes;Yes;No;Yes
Unive Basic Care;130;Monthly;Wide;67;Wide;Yes;Yes;No;Yes
Unive Basic Care;134;Monthly;Wide;71;Wide;Yes;No;No;Yes
Unive Basic Care;132;Monthly;Wide;72;Wide;Yes;Yes;No;Limited
Unive Basic Care;131;Monthly;Wide;70;Wide;Yes;No;No;Yes
Unive Basic Care;133;Monthly;Wide;74;Wide;Yes;No;No;Yes
Unive Basic Care;133;Monthly;Wide;70;Wide;Yes;Yes;No;Yes
Unive Basic Care;132;Monthly;Wide;71;Wide;Yes;No;No;Limited
Unive Basic Care;138;Monthly;Wide;70;Wide;Yes;No;No;Yes
Unive Basic Care;133;Monthly;Wide;70;Wide;Yes;No;No;Yes
Unive Basic Care;131;Monthly;Wide;70;Wide;Yes;No;No;Yes
Unive Basic Care;132;Monthly;Wide;71;Wide;Yes;No;No;Limited
Unive Basic Care;134;Monthly;Wide;73;Limited;No;Yes;No;Yes
Unive Basic Care;130;Monthly;Wide;71;Wide;Yes;Yes;No;Yes
Unive Basic Care;134;Monthly;Wide;69;Limited;No;Yes;No;Yes
Unive Basic Care;136;Monthly;Wide;70;Wide;Yes;No;No;Yes
Unive Basic Care;136;Monthly;Unlimited;68;Unlimited;Yes;No;No;Yes
Unive Basic Care;134;Monthly;Wide;69;Wide;Yes;No;No;Yes
Unive Basic Care;131;Monthly;Wide;71;Wide;Yes;No;No;Yes
Unive Basic Care;135;Monthly;Wide;70;Wide;Yes;No;No;Yes
Unive Basic Care;136;Monthly;Wide;67;Wide;Yes;Yes;No;Yes
Unive Arranged Care;142.3;Monthly;Wide;80;Wide;Yes;No;No;Yes
Unive Arranged Care;144;Yearly;Wide;79;Wide;Yes;Yes;No;Yes
Unive Arranged Care;143;Monthly;Wide;81;Wide;Yes;Yes;No;Yes
Unive Arranged Care;144;Monthly;Wide;79;Wide;Yes;No;No;Yes
Unive Arranged Care;140;Monthly;Wide;79;Wide;Yes;No;No;Yes
Unive Arranged Care;141;Monthly;Wide;81;Wide;Yes;No;No;Yes
Unive Arranged Care;141;Monthly;Wide;79;Wide;Yes;No;No;Yes
Unive Arranged Care;138;Monthly;Wide;77;Wide;Yes;Yes;No;Limited
Unive Arranged Care;144;Monthly;Wide;82;Wide;Yes;No;No;Yes
Unive Arranged Care;140;Monthly;Wide;81;Wide;Yes;Yes;No;Yes
Unive Arranged Care;140;Monthly;Wide;79;Limited;No;No;No;Yes
Unive Arranged Care;145;Monthly;Wide;78;Wide;Yes;No;No;Yes
Unive Arranged Care;142;Yearly;Wide;79;Wide;Yes;Yes;No;Yes
Unive Arranged Care;140;Monthly;Wide;83;Wide;Yes;No;No;Yes
Unive Arranged Care;143;Monthly;Wide;78;Wide;Yes;No;No;Yes
Unive Arranged Care;143;Monthly;Unlimited;81;Unlimited;Yes;Yes;No;Yes
Unive Arranged Care;142;Monthly;Wide;83;Wide;Yes;No;No;Yes
Unive Arranged Care;143;Monthly;Limited;81;Limited;No;Yes;No;Yes
Unive Arranged Care;144;Monthly;Wide;81;Wide;Yes;No;No;Yes
Unive Arranged Care;140;Monthly;Wide;75;Limited;No;No;No;Yes
Unive Arranged Care;147;Monthly;Wide;78;Wide;Yes;No;No;Yes
Unive Arranged Care;138;Monthly;Wide;80;Limited;No;Yes;No;Yes
Unive Arranged Care;139;Monthly;Wide;79;Wide;Yes;Yes;No;Limited
Unive Arranged Care;141;Monthly;Unlimited;81;Unlimited;Yes;No;No;Limited
Unive Arranged Care;141;Monthly;Wide;80;Wide;Yes;No;No;Yes
Unive Arranged Care;142;Monthly;Wide;77;Wide;Yes;Yes;No;Yes
Unive Arranged Care;140;Monthly;Wide;81;Wide;Yes;No;No;Yes
Unive Arranged Care;140;Monthly;Wide;83;Wide;Yes;No;No;Yes
Unive Arranged Care;144;Monthly;Wide;79;Wide;Yes;Yes;No;Yes
Unive Arranged Care;144;Monthly;Wide;80;Limited;No;Yes;No;Yes
Unive Arranged Care;142;Monthly;Wide;79;Limited;No;No;No;Yes
Unive Arranged Care;143;Monthly;Wide;83;Wide;Yes;Yes;No;Yes
Unive Arranged Care;144;Monthly;Wide;80;Wide;Yes;Yes;No;Limited
Unive Arranged Care;144;Monthly;Wide;80;Wide;Yes;No;No;Yes
Unive Arranged Care;140;Monthly;Wide;79;Wide;Yes;No;No;Yes
Unive Arranged Care;142;Monthly;Wide;80;Limited;No;Yes;No;Yes
Unive Arranged Care;142;Monthly;Wide;79;Wide;Yes;Yes;No;Yes
Unive Arranged Care;141;Monthly;Wide;79;Wide;Yes;No;No;Yes
Unive Arranged Care;141;Monthly;Wide;80;Wide;Yes;No;No;Yes
Unive Arranged Care;143;Monthly;Wide;77;Wide;Yes;Yes;No;Yes
Unive Arranged Care;144;Monthly;Wide;78;Wide;Yes;Yes;No;Yes
Unive Arranged Care;144;Monthly;Wide;78;Wide;Yes;Yes;No;Yes
Unive Arranged Care;144;Monthly;Wide;80;Wide;Yes;No;No;Limited
Unive Arranged Care;140;Monthly;Wide;78;Wide;Yes;No;No;Yes
Unive Arranged Care;142;Monthly;Wide;81;Wide;Yes;Yes;No;Yes
Unive Arranged Care;142;Monthly;Wide;78;Wide;Yes;No;No;Yes
Unive Arranged Care;141;Monthly;Wide;75;Wide;Yes;Yes;No;Yes
Unive Arranged Care;144;Monthly;Wide;81;Wide;Yes;No;No;Yes
Unive Arranged Care;142;Monthly;Wide;83;Wide;Yes;Yes;No;Yes
Unive Arranged Care;139;Monthly;Wide;82;Wide;Yes;No;No;Yes
Unive Arranged Care;145;Monthly;Wide;78;Wide;Yes;No;No;Yes
Unive Arranged Care;142;Monthly;Wide;82;Wide;Yes;No;No;Yes
Unive Arranged Care;140;Monthly;Wide;79;Wide;Yes;No;No;Yes
Unive Arranged Care;144;Monthly;Wide;81;Wide;Yes;No;No;Yes
Unive Arranged Care;140;Monthly;Wide;80;Limited;No;No;No;Yes
Unive Arranged Care;139;Monthly;Wide;80;Wide;Yes;Yes;No;Yes
Unive Arranged Care;145;Monthly;Wide;82;Wide;Yes;No;No;Yes
Unive Arranged Care;142;Monthly;Wide;80;Limited;No;No;No;Limited
Unive Arranged Care;138;Monthly;Wide;77;Limited;No;No;No;Yes
Unive Arranged Care;140;Monthly;Wide;77;Wide;Yes;No;No;Limited
Unive Arranged Care;140;Monthly;Wide;79;Wide;Yes;Yes;No;Yes
Unive Arranged Care;140;Monthly;Wide;80;Wide;Yes;No;No;Yes
Unive Arranged Care;139;Monthly;Wide;79;Limited;No;No;No;Yes
Unive Arranged Care;141;Monthly;Wide;80;Wide;Yes;No;No;Yes
Unive Arranged Care;145;Monthly;Limited;80;Limited;No;No;No;Yes
Unive Arranged Care;139;Monthly;Unlimited;78;Unlimited;Yes;Yes;No;Yes
Unive Arranged Care;142;Monthly;Wide;78;Wide;Yes;Yes;No;Yes
Unive Arranged Care;144;Monthly;Wide;81;Wide;Yes;No;No;Yes
Unive Arranged Care;143;Monthly;Unlimited;77;Unlimited;Yes;No;No;Yes
Unive Arranged Care;142;Monthly;Wide;79;Wide;Yes;No;No;Yes
Unive Arranged Care;145;Monthly;Wide;81;Wide;Yes;No;No;Limited
Unive Arranged Care;146;Monthly;Wide;79;Wide;Yes;No;No;Yes
Unive Arranged Care;141;Monthly;Wide;83;Wide;Yes;Yes;No;Limited
Unive Arranged Care;144;Monthly;Wide;81;Wide;Yes;No;No;Yes
Unive Arranged Care;144;Quarterly;Wide;80;Limited;No;Yes;Yes;Yes
Unive Arranged Care;139;Monthly;Wide;79;Wide;Yes;No;No;Yes
Unive Arranged Care;143;Monthly;Wide;84;Wide;Yes;No;No;Limited
Unive Arranged Care;144;Monthly;Wide;81;Wide;Yes;No;No;Yes
Unive Arranged Care;142;Monthly;Wide;80;Wide;Yes;Yes;No;Yes
Unive Arranged Care;143;Monthly;Wide;79;Wide;Yes;No;No;Yes
Unive Arranged Care;143;Monthly;Wide;81;Wide;Yes;No;No;Yes
Unive Arranged Care;146;Monthly;Wide;78;Wide;Yes;No;No;Yes
Unive Arranged Care;139;Monthly;Wide;77;Wide;Yes;No;No;Limited
Unive Arranged Care;145;Monthly;Wide;79;Wide;Yes;No;No;Yes
Unive Arranged Care;143;Monthly;Limited;79;Limited;No;No;No;Yes
Unive Arranged Care;144;Monthly;Wide;80;Wide;Yes;No;No;Yes
Unive Arranged Care;141;Monthly;Wide;77;Wide;Yes;No;No;Yes
Unive Arranged Care;147;Monthly;Wide;77;Limited;No;Yes;No;Yes
Unive Arranged Care;143;Monthly;Wide;82;Wide;Yes;Yes;No;Yes
Unive Arranged Care;140;Monthly;Limited;81;Limited;No;No;No;Yes
Unive Arranged Care;143;Monthly;Limited;83;Limited;No;No;No;Yes
Unive Arranged Care;141;Monthly;Wide;80;Wide;Yes;No;No;Yes
Unive Arranged Care;144;Monthly;Wide;76;Wide;Yes;Yes;No;Yes
Unive Arranged Care;141;Monthly;Wide;84;Wide;Yes;No;No;Limited
Unive Arranged Care;144;Monthly;Wide;78;Wide;Yes;No;No;Yes
Unive Arranged Care;144;Monthly;Wide;77;Wide;Yes;Yes;No;Yes
Unive Arranged Care;144;Monthly;Wide;80;Wide;Yes;No;No;Yes
Unive Arranged Care;146;Monthly;Wide;80;Wide;Yes;No;No;Yes
Unive Arranged Care;142;Monthly;Wide;79;Wide;Yes;No;No;Yes
Unive Arranged Care;143;Yearly;Wide;80;Wide;Yes;Yes;No;Yes
Unive Free Care;155.15;Monthly;Limited;100;Wide;Yes;No;No;Yes
Unive Free Care;153;Monthly;Unlimited;102;Unlimited;Yes;No;No;Yes
Unive Free Care;157;Monthly;Unlimited;102;Wide;Yes;No;No;Yes
Unive Free Care;154;Monthly;Unlimited;99;Wide;Yes;No;No;Yes
Unive Free Care;156;Monthly;Unlimited;100;Wide;Yes;Yes;No;Yes
Unive Free Care;160;Monthly;Unlimited;99;Wide;Yes;Yes;No;Yes
Unive Free Care;156;Monthly;Unlimited;101;Limited;No;No;No;Yes
Unive Free Care;155;Monthly;Unlimited;101;Wide;Yes;No;No;Yes
Unive Free Care;153;Monthly;Unlimited;103;Wide;Yes;No;No;Yes
Unive Free Care;151;Monthly;Unlimited;101;Unlimited;Yes;No;No;Yes
Unive Free Care;152;Monthly;Wide;103;Limited;No;No;No;Yes
Unive Free Care;155;Monthly;Unlimited;99;Wide;Yes;Yes;No;Yes
Unive Free Care;157;Monthly;Wide;98;Unlimited;Yes;No;No;Yes
Unive Free Care;156;Monthly;Unlimited;99;Wide;Yes;No;No;Yes
Unive Free Care;156;Monthly;Unlimited;102;Limited;No;No;No;Yes
Unive Free Care;155;Monthly;Unlimited;95;Wide;Yes;No;No;Yes
Unive Free Care;157;Monthly;Unlimited;99;Wide;Yes;No;No;Yes
Unive Free Care;154;Monthly;Unlimited;104;Wide;Yes;No;No;Yes
Unive Free Care;157;Monthly;Unlimited;102;Wide;Yes;Yes;No;Yes
Unive Free Care;157;Monthly;Wide;105;Limited;No;No;No;Yes
Unive Free Care;154;Monthly;Unlimited;102;Limited;No;Yes;No;Yes
Unive Free Care;160;Monthly;Unlimited;97;Unlimited;Yes;Yes;No;Yes
Unive Free Care;156;Monthly;Unlimited;100;Wide;Yes;No;No;Yes
Unive Free Care;158;Monthly;Unlimited;100;Wide;Yes;No;No;Yes
Unive Free Care;156;Monthly;Unlimited;101;Wide;Yes;No;No;Yes
Unive Free Care;156;Monthly;Unlimited;96;Wide;Yes;Yes;No;Yes
Unive Free Care;154;Monthly;Unlimited;97;Limited;No;Yes;No;Yes
Unive Free Care;154;Monthly;Unlimited;104;Wide;Yes;No;No;Yes
Unive Free Care;154;Monthly;Unlimited;98;Unlimited;Yes;No;No;Yes
Unive Free Care;154;Monthly;Limited;97;Wide;Yes;Yes;No;Yes
Unive Free Care;157;Monthly;Unlimited;97;Wide;Yes;No;No;Limited
Unive Free Care;151;Monthly;Unlimited;97;Wide;Yes;No;No;Yes
Unive Free Care;156;Monthly;Unlimited;96;Wide;Yes;No;No;Yes
Unive Free Care;157;Monthly;Unlimited;98;Wide;Yes;Yes;No;Yes
Unive Free Care;157;Monthly;Unlimited;99;Wide;Yes;No;No;Yes
Unive Free Care;154;Monthly;Unlimited;101;Wide;Yes;No;No;Yes
Unive Free Care;156;Monthly;Wide;96;Wide;Yes;No;No;Yes
Unive Free Care;156;Monthly;Unlimited;101;Wide;Yes;Yes;No;Yes
Unive Free Care;156;Monthly;Unlimited;99;Limited;No;No;No;Yes
Unive Free Care;156;Monthly;Unlimited;101;Wide;Yes;No;No;Yes
Unive Free Care;153;Monthly;Unlimited;98;Wide;Yes;Yes;No;Yes
Unive Free Care;155;Monthly;Unlimited;100;Wide;Yes;Yes;No;Yes
Unive Free Care;159;Monthly;Unlimited;97;Wide;Yes;No;No;Yes
Unive Free Care;156;Monthly;Unlimited;98;Limited;No;Yes;No;Yes
Unive Free Care;154;Monthly;Unlimited;97;Wide;Yes;No;No;Yes
Unive Free Care;152;Monthly;Unlimited;101;Limited;No;Yes;No;Yes
Unive Free Care;153;Monthly;Unlimited;99;Wide;Yes;No;No;Yes
Unive Free Care;154;Monthly;Unlimited;101;Wide;Yes;Yes;No;Yes
Unive Free Care;155;Monthly;Unlimited;103;Wide;Yes;No;No;Yes
Unive Free Care;153;Monthly;Limited;103;Wide;Yes;Yes;No;Yes
Unive Free Care;151;Monthly;Unlimited;99;Wide;Yes;No;No;Yes
